traffic_id,date_time,city,area,vehicle_count,avg_speed_kmh,accident_count,congestion_level,road_condition,visibility_m
10021.0,2024-02-12 12:00:00,London,Camden,3316,102.19337881645461,8,Low,Snowy,8736
10022.0,2024-02-12 13:00:00,London,Southwark,4813,112.94886541495015,0,High,Damaged,1717
10023.0,2024-02-12 14:00:00,London,Chelsea,2823,84.35091729619889,2,Low,Wet,3593
,2024-02-12 15:00:00,London,Kensington,1390,91.13334762608643,5,Low,Dry,319
10025.0,2024-02-12 16:00:00,London,Southwark,4998,37.648829057025296,3,Medium,Wet,8179
10026.0,2024-02-12 17:00:00,London,Kensington,1679,29.100840115546802,1,High,Damaged,4984
10027.0,2024-02-12 18:00:00,London,Camden,307,106.00698209827684,6,High,Wet,8807
10028.0,2024-02-12 19:00:00,London,Islington,3007,103.19058960188958,6,Medium,Snowy,3280
10029.0,2024-02-12 20:00:00,London,Southwark,4580,29.67642437412414,0,High,Snowy,5570
10030.0,2024-02-12 21:00:00,London,Camden,3711,77.53486325602813,9,High,Wet,5225
10031.0,2024-02-12 22:00:00,London,Kensington,4614,67.43339909047486,5,Medium,Damaged,8418
10032.0,2024-02-12 23:00:00,London,Camden,2903,80.6393059268531,9,Medium,Damaged,2204
10033.0,2024-02-13 00:00:00,London,Southwark,4101,117.86174074307092,6,Medium,Damaged,818
10034.0,2024-02-13 01:00:00,London,Chelsea,277,34.094658115037824,5,Medium,Snowy,2929
10035.0,2024-02-13 02:00:00,London,Southwark,587,84.62794455473775,5,Medium,Damaged,9029
10036.0,2024-02-13 03:00:00,London,Southwark,1553,74.31217501188686,3,High,Dry,2034
10037.0,2024-02-13 04:00:00,London,Chelsea,102,30.02915139019469,2,Low,Damaged,2718
10038.0,2024-02-13 05:00:00,London,Islington,1315,90.19479539917735,8,High,Wet,4196
10039.0,2024-02-13 06:00:00,London,Chelsea,2486,106.01165706049127,8,Medium,Damaged,4971
10040.0,2024-02-13 07:00:00,London,Chelsea,1579,36.95651979826449,6,Medium,Dry,2065
10041.0,2024-02-13 08:00:00,London,Islington,1600,46.2890252182508,3,High,Damaged,730
10042.0,2024-02-13 09:00:00,London,Chelsea,631,41.99322726866171,5,Medium,Dry,5402
10043.0,2024-02-13 10:00:00,London,,1145,72.80860655020555,0,Medium,Snowy,2788
10044.0,2024-02-13 11:00:00,London,Islington,4321,3.638560154123587,1,Low,Snowy,4392
10045.0,2024-02-13 12:00:00,London,Kensington,3223,78.60182249706753,7,Medium,Wet,5881
10046.0,2024-02-13 13:00:00,London,Kensington,4104,111.40862915522754,8,Low,Damaged,1293
10047.0,2024-02-13 14:00:00,London,Chelsea,2161,102.14888296107397,5,Low,Wet,6469
10048.0,2024-02-13 15:00:00,London,Southwark,2288,3.865761512069214,5,High,Wet,8837
10049.0,2024-02-13 16:00:00,London,Southwark,4741,111.21266057598942,8,High,Wet,1206
10050.0,2024-02-13 17:00:00,London,Chelsea,1108,117.90599302831879,4,High,Snowy,7563
10051.0,2024-02-13 18:00:00,London,Chelsea,1134,19.602168728941706,7,High,Snowy,9970
10052.0,2024-02-13 19:00:00,London,,3845,50.429674068982,3,Low,Dry,8699
10053.0,2024-02-13 20:00:00,London,Chelsea,4428,109.7089332451983,4,Low,Snowy,5542
10054.0,2024-02-13 21:00:00,London,Kensington,4151,16.26892935881395,5,Low,Damaged,612
10055.0,2024-02-13 22:00:00,London,Chelsea,1226,25.188768436715073,8,High,Damaged,8735
10056.0,2024-02-13 23:00:00,London,Kensington,3322,56.20885246660399,8,Low,Snowy,5682
10057.0,2024-02-14 00:00:00,London,Kensington,957,114.65305547525752,2,Medium,Dry,6237
10058.0,2024-02-14 01:00:00,London,Chelsea,2276,105.58487898086561,2,Low,Dry,7178
10059.0,2024-02-14 02:00:00,London,,634,109.90257572624304,7,Low,Snowy,6856
10060.0,2024-02-14 03:00:00,London,Islington,2628,104.49813841115535,1,Low,Damaged,3963
10061.0,2024-02-14 04:00:00,London,,3374,105.7499540803016,1,High,Damaged,2025
10062.0,2024-02-14 05:00:00,London,Camden,4881,111.16393254191023,4,High,Wet,320
10063.0,2024-02-14 06:00:00,London,Islington,3112,94.43736979358337,3,Medium,Wet,3401
10064.0,2024-02-14 07:00:00,London,Camden,2981,36.49675358746758,5,High,Snowy,9204
10065.0,2024-02-14 08:00:00,London,Kensington,1784,41.05091503108425,2,High,Snowy,2656
10066.0,2024-02-14 09:00:00,London,Southwark,2267,20.5230612950722,4,Medium,Damaged,1380
10067.0,2024-02-14 10:00:00,London,Islington,4323,53.2547560113347,2,Medium,Damaged,6160
10068.0,2024-02-14 11:00:00,London,Southwark,2687,107.16022875578342,7,Medium,Snowy,2657
10069.0,2024-02-14 12:00:00,London,Islington,4274,75.16612511706545,6,Medium,Snowy,9678
10070.0,2024-02-14 13:00:00,London,,3959,61.74886908999302,1,High,Damaged,9703
10071.0,2024-02-14 14:00:00,London,Chelsea,4315,110.66093735454709,8,High,Dry,7660
10072.0,2024-02-14 15:00:00,London,Southwark,1608,42.41375046980384,5,Low,Wet,6291
10073.0,2024-02-14 16:00:00,London,Southwark,477,25.050896301781822,8,Medium,Snowy,2535
10074.0,2024-02-14 17:00:00,London,Southwark,3679,68.81197830041508,8,High,Wet,7634
10075.0,2024-02-14 18:00:00,London,Camden,4654,82.2331640484376,0,High,Dry,1491
10076.0,2024-02-14 19:00:00,London,Southwark,4751,75.59010905634901,7,Low,Dry,4341
10077.0,2024-02-14 20:00:00,London,Southwark,253,12.334910455745979,3,Low,Wet,960
10078.0,2024-02-14 21:00:00,London,Southwark,2857,105.9080371849582,8,Low,Snowy,8841
10079.0,2024-02-14 22:00:00,London,Camden,4190,21.426465265635695,7,Low,Dry,872
10080.0,2024-02-14 23:00:00,London,Chelsea,4166,-22.43441877724367,8,Medium,Dry,7989
10081.0,2024-02-15 00:00:00,London,Southwark,606,35.14515695992009,8,Medium,Snowy,964
10082.0,2024-02-15 01:00:00,London,Kensington,586,7.939503213381779,5,Medium,Snowy,9534
10083.0,2024-02-15 02:00:00,London,Chelsea,2096,31.698881964205064,6,Low,Damaged,3418
10084.0,2024-02-15 03:00:00,London,Kensington,4470,51.06733965242827,7,Medium,Snowy,8893
10085.0,2024-02-15 04:00:00,London,Kensington,3630,4.889476612697248,8,High,Dry,3092
10086.0,2024-02-15 05:00:00,London,Camden,309,72.73123019101193,2,High,Dry,7353
10087.0,2024-02-15 06:00:00,London,Chelsea,1693,116.06448404652144,6,High,Damaged,9968
10088.0,2024-02-15 07:00:00,London,Islington,500,15.853964804446164,8,High,Snowy,1373
10089.0,2024-02-15 08:00:00,London,Camden,1490,115.42117820134382,4,Low,Wet,3852
10090.0,2024-02-15 09:00:00,London,Kensington,4186,109.55491470582042,1,Low,Damaged,547
10091.0,2024-02-15 10:00:00,London,Camden,4933,3.3957334498134735,7,Low,Damaged,7158
10092.0,2024-02-15 11:00:00,London,Camden,3327,60.07193740119483,8,Medium,Damaged,1386
10093.0,2024-02-15 12:00:00,London,Southwark,2975,5.567830725547777,5,Medium,Damaged,8703
10094.0,2024-02-15 13:00:00,London,Chelsea,3149,3.0324994654163326,5,High,Snowy,2345
10095.0,2024-02-15 14:00:00,London,Islington,413,52.738886638673826,1,Medium,Snowy,4047
10096.0,2024-02-15 15:00:00,London,Camden,4481,115.31473348389005,8,Medium,Wet,9568
10097.0,2024-02-15 16:00:00,London,Camden,4168,108.2921050049654,8,High,Wet,976
10098.0,2024-02-15 17:00:00,London,Camden,4471,97.0898700808053,8,Medium,Dry,5524
10099.0,2024-02-15 18:00:00,London,Kensington,168,89.93700168006367,1,Medium,Dry,5554
10100.0,2024-02-15 19:00:00,London,Kensington,4292,84.4863264366776,7,Medium,Snowy,1544
10101.0,2024-02-15 20:00:00,London,Camden,4039,96.06406751097963,5,Medium,Wet,6274
10102.0,2024-02-15 21:00:00,London,Camden,4305,82.35708354132245,2,High,Wet,9702
,2024-02-15 22:00:00,London,Camden,2139,75.9578472691065,8,Low,Wet,1917
10104.0,2024-02-15 23:00:00,London,,3947,101.24971488182302,2,High,Wet,5047
10105.0,2024-02-16 00:00:00,London,Chelsea,2864,83.92975785958772,8,Low,Snowy,4704
10106.0,2024-02-16 01:00:00,London,Camden,3200,81.12316311801591,3,Low,Damaged,8921
10107.0,2024-02-16 02:00:00,London,Kensington,4250,111.26839328974648,2,Medium,Damaged,3220
10108.0,2024-02-16 03:00:00,London,Southwark,2120,97.74118392505771,6,High,Damaged,8556
10109.0,2024-02-16 04:00:00,London,Camden,2053,6.9109823576534435,9,Medium,Wet,5753
10110.0,2024-02-16 05:00:00,London,Camden,3978,37.925106291833124,0,High,Wet,4348
10111.0,2024-02-16 06:00:00,London,Islington,3624,14.782273194300949,8,Low,Wet,8280
10112.0,2024-02-16 07:00:00,London,Camden,1952,52.81287401548014,2,Low,Dry,7451
10113.0,2024-02-16 08:00:00,London,Camden,2941,54.42577314547498,4,High,Wet,6771
10114.0,2024-02-16 09:00:00,London,Camden,4162,71.59887760286904,8,High,Dry,7206
10115.0,2024-02-16 10:00:00,London,Islington,4633,47.473763291455,1,Low,Damaged,1983
10116.0,2024-02-16 11:00:00,London,Kensington,4563,112.62456753998984,0,Medium,Snowy,9609
10117.0,2024-02-16 12:00:00,London,Islington,46,119.39709101038088,0,Low,Damaged,1196
10118.0,2024-02-16 13:00:00,London,,1139,6.327043280516236,0,Medium,Dry,2985
10119.0,2024-02-16 14:00:00,London,Chelsea,4922,35.95505160678387,9,High,Dry,2283
10120.0,2024-02-16 15:00:00,London,Southwark,569,106.26092840654593,7,Medium,Wet,6512
10121.0,2024-02-16 16:00:00,London,Islington,4608,107.93248314501825,1,Low,Snowy,2151
10122.0,2024-02-16 17:00:00,London,Islington,991,58.41201892125361,6,Low,Snowy,6944
10123.0,2024-02-16 18:00:00,London,Kensington,680,91.65801534765262,0,Low,Wet,6326
10124.0,2024-02-16 19:00:00,London,Islington,2692,29.88462214650781,4,High,Dry,6586
10125.0,2024-02-16 20:00:00,London,Islington,2218,84.92868838860478,1,High,Damaged,4246
10126.0,2024-02-16 21:00:00,London,Camden,472,42.48700605069719,7,Medium,Dry,1645
10127.0,2024-02-16 22:00:00,London,Camden,2022,46.903594853528716,7,Medium,Damaged,6050
10128.0,2024-02-16 23:00:00,London,Chelsea,4384,71.70885485552907,5,Low,Snowy,8055
10129.0,2024-02-17 00:00:00,London,Camden,4414,44.04773328042528,65,Low,Dry,1417
10130.0,2024-02-17 01:00:00,London,Camden,3340,106.55251037243733,1,Medium,Snowy,2985
10131.0,2024-02-17 02:00:00,London,Southwark,2910,17.25984322629072,6,High,Dry,3104
10132.0,2024-02-17 03:00:00,London,Chelsea,1218,16.442204607452062,4,Low,Snowy,863
10133.0,2024-02-17 04:00:00,London,Southwark,985,33.81038835713366,5,Low,Snowy,6407
10134.0,2024-02-17 05:00:00,London,Camden,2935,67.92871145679611,6,Low,Damaged,8440
10135.0,2024-02-17 06:00:00,London,Camden,4065,-39.74174547776793,9,Medium,Wet,5326
10136.0,2024-02-17 07:00:00,London,Chelsea,366,107.81970681220561,4,Medium,Dry,3627
10137.0,2024-02-17 08:00:00,London,Kensington,111,9.202887772951167,3,Low,Snowy,5992
10138.0,2024-02-17 09:00:00,London,Southwark,1404,39.651204861767745,7,High,Wet,1217
10139.0,2024-02-17 10:00:00,London,Chelsea,477,70.21512155832062,3,Low,Wet,6597
10140.0,2024-02-17 11:00:00,London,Camden,752,91.43052277294427,6,Medium,Damaged,7762
10141.0,2024-02-17 12:00:00,London,Camden,1114,42.873289571846506,1,Medium,Damaged,1654
10142.0,2024-02-17 13:00:00,London,Kensington,2410,-27.295698434995504,1,Low,Snowy,2437
10143.0,2024-02-17 14:00:00,London,Camden,4018,50.2310038048187,1,High,Dry,111
10144.0,2024-02-17 15:00:00,London,Islington,207,116.45497673152256,5,High,Wet,519
10145.0,2024-02-17 16:00:00,London,Kensington,4065,118.96860741152338,0,Medium,Wet,4555
10146.0,2024-02-17 17:00:00,London,Southwark,808,71.53124315969443,1,High,Snowy,1619
10147.0,2024-02-17 18:00:00,London,Kensington,1701,29.947421274057987,3,Low,Wet,71
10148.0,2024-02-17 19:00:00,London,Chelsea,873,115.46200121269261,8,High,Snowy,3104
10149.0,2024-02-17 20:00:00,London,Chelsea,3886,87.82698688620796,5,Medium,Wet,8915
10150.0,2024-02-17 21:00:00,London,Islington,3597,104.7743747934487,3,Low,Snowy,1913
10151.0,2024-02-17 22:00:00,London,Southwark,4036,82.2706719864569,0,Medium,Dry,7747
10152.0,2024-02-17 23:00:00,London,Southwark,2880,86.71363820467573,5,Medium,Damaged,7922
10153.0,2024-02-18 00:00:00,London,Islington,770,8.869124108967661,0,High,Dry,2067
10154.0,2024-02-18 01:00:00,London,Camden,4555,103.4849830155482,9,High,Wet,8283
10155.0,2024-02-18 02:00:00,London,Islington,3388,53.34453858326116,5,High,Wet,7328
10156.0,2024-02-18 03:00:00,London,Chelsea,2309,59.090787493739555,0,High,Wet,9642
10157.0,2024-02-18 04:00:00,London,Chelsea,1188,18.237210700564567,6,Low,Damaged,5902
10158.0,2024-02-18 05:00:00,London,Chelsea,3184,25.243138986712875,0,Low,Snowy,9757
10159.0,2024-02-18 06:00:00,London,Kensington,311,21.25225278761532,1,Low,Wet,6704
10160.0,2024-02-18 07:00:00,London,Kensington,2742,49.97969040259184,9,Medium,Dry,9278
10161.0,2024-02-18 08:00:00,London,Kensington,867,52.48301853531218,1,Low,Wet,5548
10162.0,2024-02-18 09:00:00,London,Kensington,3145,107.39985731718883,8,Low,Dry,2465
10163.0,2024-02-18 10:00:00,London,,14,113.64476877182369,4,High,Snowy,1966
10164.0,2024-02-18 11:00:00,London,Kensington,3428,42.68206035338848,5,Low,Damaged,5399
10165.0,2024-02-18 12:00:00,London,Camden,3418,22.228626309389814,1,Medium,Snowy,1356
10166.0,2024-02-18 13:00:00,London,Southwark,2470,109.49904052149974,4,High,Snowy,9775
10167.0,2024-02-18 14:00:00,London,Chelsea,41,36.58417084201936,5,Medium,Dry,2399
10168.0,2024-02-18 15:00:00,London,Kensington,4587,81.53217419775592,1,Low,Wet,3041
10169.0,2024-02-18 16:00:00,London,Southwark,3386,19.85540348569264,0,High,Dry,4953
10170.0,2024-02-18 17:00:00,London,Chelsea,2031,106.43610391431352,2,Medium,Snowy,7362
10171.0,2024-02-18 18:00:00,London,Southwark,4698,71.04516600217515,0,Medium,Snowy,6986
10172.0,2099-00-00 99:99,London,Camden,1453,114.73982204065291,7,High,Snowy,3946
10173.0,2024-02-18 20:00:00,London,Southwark,4777,95.51953613535511,7,High,Wet,2870
10174.0,2024-02-18 21:00:00,London,Islington,3985,119.08247372517039,6,High,Dry,1251
10175.0,2024-02-18 22:00:00,London,Chelsea,3143,111.4124924187462,7,Medium,Snowy,1468
10176.0,2024-02-18 23:00:00,London,Southwark,3730,77.50227120883076,7,Low,Dry,2045
,2024-02-19 00:00:00,London,Kensington,255,16.614638703728126,8,Medium,Damaged,6761
10178.0,2024-02-19 01:00:00,London,Islington,3985,4.937948831361121,0,Low,Wet,4240
10179.0,2024-02-19 02:00:00,London,Southwark,2284,10.733745589879943,1,Low,Snowy,3721
10180.0,2024-02-19 03:00:00,London,Islington,4450,47.81962339546603,0,Low,Damaged,5658
10181.0,2024-02-19 04:00:00,London,Kensington,2239,88.76023084137896,7,Medium,Damaged,9561
10182.0,2024-02-19 05:00:00,London,Southwark,831,23.050108310496334,7,Medium,Dry,8322
10183.0,2024-02-19 06:00:00,London,Camden,4885,6.375153568276833,0,High,Wet,2485
10184.0,2024-02-19 07:00:00,London,Southwark,2631,59.903054681259846,6,High,Damaged,3196
10185.0,2024-02-19 08:00:00,London,Islington,2051,107.86006238735125,0,High,Snowy,6646
10186.0,2024-02-19 09:00:00,London,Camden,2867,106.66152423262109,7,Low,Wet,3576
10187.0,2024-02-19 10:00:00,London,Camden,1582,58.3456990942012,9,Medium,Wet,3429
10188.0,2024-02-19 11:00:00,London,Kensington,4490,97.20499233466887,4,High,Dry,5148
10189.0,2024-02-19 12:00:00,London,Chelsea,2366,20.161397654385798,5,High,Dry,2374
,2024-02-19 13:00:00,London,Chelsea,2386,62.14482591807397,9,Medium,Damaged,6064
10191.0,2024-02-19 14:00:00,London,Camden,4312,109.57225390067039,5,High,Snowy,8011
,2024-02-19 15:00:00,London,,655,87.94914533034638,6,Low,Damaged,280
10193.0,2024-02-19 16:00:00,London,Southwark,1314,111.09394435581734,8,Low,Damaged,89
10194.0,2024-02-19 17:00:00,London,Kensington,1297,71.87599528034848,7,Medium,Wet,1387
10195.0,2024-02-19 18:00:00,London,Southwark,2298,12.62725506726643,0,Medium,Damaged,5850
10196.0,2024-02-19 19:00:00,London,Camden,2963,69.08601013680746,8,Medium,Snowy,6738
10197.0,2024-02-19 20:00:00,London,Islington,2880,36.25404425729402,2,Low,Wet,6004
10198.0,2024-02-19 21:00:00,London,Southwark,692,62.001545704442755,1,Low,Dry,5591
10199.0,2024-02-19 22:00:00,London,Chelsea,4197,23.201656885069518,5,Medium,Snowy,5740
10200.0,2024-02-19 23:00:00,London,Chelsea,3871,89.75428030821955,3,Medium,Snowy,4362
10201.0,2024-02-20 00:00:00,London,Islington,3754,97.67182210019018,2,High,Damaged,5502
10202.0,2024-02-20 01:00:00,London,Islington,1430,55.65482845703571,7,High,Damaged,4826
10203.0,2024-02-20 02:00:00,London,Islington,1701,114.69461429896572,0,Medium,Dry,3346
10204.0,2024-02-20 03:00:00,London,Camden,4190,83.47271293172626,7,High,Wet,4044
10205.0,2024-02-20 04:00:00,London,Islington,4949,35.67273969831381,5,Low,Dry,860
10206.0,2024-02-20 05:00:00,London,Camden,1451,98.74619891625301,8,Low,Snowy,5132
10207.0,2024-02-20 06:00:00,London,Chelsea,2325,104.13588973594457,2,Low,Snowy,4157
10208.0,2024-02-20 07:00:00,London,Southwark,3529,12.407714660013493,6,High,Dry,5858
10209.0,2024-02-20 08:00:00,London,Camden,175,16.569235414149016,3,Low,Wet,2449
10210.0,2024-02-20 09:00:00,London,Kensington,4601,102.97201596161617,1,High,Wet,7437
10211.0,2024-02-20 10:00:00,London,Southwark,3841,96.19845264521678,6,Medium,Wet,497
10212.0,2024-02-20 11:00:00,London,Kensington,3850,22.939738028575494,9,Low,Damaged,6026
10213.0,2024-02-20 12:00:00,London,Kensington,4655,90.02379982962235,0,Low,Dry,9548
10214.0,2024-02-20 13:00:00,London,Chelsea,547,64.37309519758405,2,Low,Snowy,9434
10215.0,2024-02-20 14:00:00,London,Camden,1306,-29.357060929796244,6,Low,Snowy,9562
10216.0,2024-02-20 15:00:00,London,Southwark,2603,44.94154583624517,8,Low,Snowy,6653
10217.0,2024-02-20 16:00:00,London,Chelsea,4241,30.027893086687204,1,Medium,Damaged,4351
10218.0,2024-02-20 17:00:00,London,Camden,1130,86.67414787155289,2,Medium,Dry,8189
10219.0,2024-02-20 18:00:00,London,Islington,2973,34.02625998392628,6,Low,Wet,2192
10220.0,2024-02-20 19:00:00,London,Chelsea,3182,77.05315907336558,4,High,Snowy,2014
10221.0,2024-02-20 20:00:00,London,Chelsea,1508,27.041956529809994,5,High,Dry,6425
10222.0,2024-02-20 21:00:00,London,Kensington,3942,21.644796038275228,4,Low,Wet,3224
10223.0,2024-02-20 22:00:00,London,Kensington,3244,45.96665569034138,2,High,Wet,9505
10224.0,2024-02-20 23:00:00,London,Islington,2434,106.58663652567289,6,High,Snowy,4817
10225.0,2024-02-21 00:00:00,London,Kensington,357,87.09743541594354,7,Low,Dry,192
10226.0,2024-02-21 01:00:00,London,Camden,1956,6.177978596254452,4,Low,Damaged,9095
10227.0,2024-02-21 02:00:00,London,Kensington,2414,3.483360164668323,5,Medium,Dry,810
10228.0,2024-02-21 03:00:00,London,Chelsea,2874,66.65223308137446,9,Medium,Damaged,2254
10229.0,2024-02-21 04:00:00,London,Southwark,4477,107.03994125745284,8,High,Dry,9972
10230.0,2024-02-21 05:00:00,London,Chelsea,234,39.94646720563991,7,Medium,Wet,3969
10231.0,2024-02-21 06:00:00,London,Kensington,94,114.16137356425729,1,High,Snowy,3155
,2024-02-21 07:00:00,London,Islington,2180,101.70475941286983,1,Medium,Dry,4344
10233.0,2024-02-21 08:00:00,London,Camden,1121,18.67359746807584,4,High,Snowy,5141
10234.0,2024-02-21 09:00:00,London,Southwark,192,8.946943672349818,4,High,Dry,1229
10235.0,2024-02-21 10:00:00,London,Camden,1418,43.58440513276962,7,Medium,Wet,2331
10236.0,2024-02-21 11:00:00,London,Kensington,2596,88.88024904831651,8,Medium,Damaged,9511
10237.0,2024-02-21 12:00:00,London,Southwark,2036,96.23825902750717,7,High,Wet,9553
10238.0,2024-02-21 13:00:00,London,Southwark,504,6.012845263221133,3,High,Damaged,2446
10239.0,2024-02-21 14:00:00,London,Islington,916,101.4302947540813,0,Low,Damaged,5983
10240.0,2024-02-21 15:00:00,London,Chelsea,1656,70.25170191562101,6,Low,Wet,3534
10241.0,2024-02-21 16:00:00,London,,3098,37.86147502632557,7,Low,Snowy,4554
10242.0,2024-02-21 17:00:00,London,Southwark,2288,73.13013397358425,5,Low,Snowy,1700
10243.0,2024-02-21 18:00:00,London,Kensington,3382,22.75266567159376,0,Medium,Damaged,1807
10244.0,2024-02-21 19:00:00,London,Southwark,171,76.69758638783195,0,Low,Damaged,239
,2024-02-21 20:00:00,London,Islington,3481,113.77298126122528,0,Medium,Snowy,8719
10246.0,2024-02-21 21:00:00,London,Kensington,3433,47.507905932098105,4,Medium,Snowy,1188
10247.0,2024-02-21 22:00:00,London,Southwark,3264,64.73312998131503,6,High,Wet,4458
10248.0,2024-02-21 23:00:00,London,Camden,2968,40.00049722478465,1,Medium,Damaged,3250
10249.0,2024-02-22 00:00:00,London,Southwark,871,68.83003780838193,0,High,Snowy,4727
10250.0,2024-02-22 01:00:00,London,Camden,2224,14.139214270928914,2,High,Dry,8096
10251.0,2024-02-22 02:00:00,London,Southwark,2370,119.83822300103111,9,Low,Snowy,1052
10252.0,2024-02-22 03:00:00,London,Chelsea,652,93.75606001721042,2,Medium,Snowy,1695
10253.0,2024-02-22 04:00:00,London,Camden,760,-14.558881489080363,4,Medium,Snowy,334
10254.0,2024-02-22 05:00:00,London,Camden,4221,34.61437766414355,9,High,Snowy,1521
10255.0,2024-02-22 06:00:00,London,Kensington,2898,42.690462864487266,1,High,Wet,2110
10256.0,2024-02-22 07:00:00,London,Southwark,1532,35.3843088964876,4,Low,Damaged,1474
10257.0,2024-02-22 08:00:00,London,Camden,2817,49.58102002942985,3,Low,Snowy,1641
10258.0,2024-02-22 09:00:00,London,Islington,2769,26.827698201893554,2,High,Snowy,1689
10259.0,2024-02-22 10:00:00,London,Camden,626,66.30984177397241,3,Low,Dry,3701
10260.0,2024-02-22 11:00:00,London,Chelsea,4429,8.585831446110122,5,Medium,Dry,6527
10261.0,2024-02-22 12:00:00,London,Camden,62,69.60194899575286,8,Low,Damaged,6992
10262.0,2024-02-22 13:00:00,London,Chelsea,2917,44.313811687971466,4,Medium,Damaged,7309
10263.0,2024-02-22 14:00:00,London,Camden,1732,21.370719990841657,4,Low,Damaged,2051
10264.0,2024-02-22 15:00:00,London,Kensington,3640,92.12582689053244,1,High,Wet,9186
10265.0,2024-02-22 16:00:00,London,Kensington,4186,31.944300613640745,9,High,Damaged,8971
10266.0,2024-02-22 17:00:00,London,Kensington,1525,30.55677685247439,4,Medium,Snowy,2642
10267.0,2024-02-22 18:00:00,London,Kensington,4433,35.1795868928694,6,High,Damaged,8281
10268.0,2024-02-22 19:00:00,London,,2364,3.508476150895275,9,High,Wet,1878
10269.0,2024-02-22 20:00:00,London,Chelsea,2659,89.21682458732624,3,Low,Wet,5924
10270.0,2024-02-22 21:00:00,London,Kensington,4614,83.37904696099169,5,Medium,Dry,7468
10271.0,2024-02-22 22:00:00,London,Chelsea,2712,85.4364904809097,7,Medium,Snowy,5002
10272.0,2024-02-22 23:00:00,London,Islington,383,46.88029014193575,1,Low,Damaged,7231
10273.0,2024-02-23 00:00:00,London,Camden,899,17.343399925369816,8,Medium,Snowy,5394
10274.0,2024-02-23 01:00:00,London,Islington,2713,111.10455512292063,0,High,Damaged,2406
10275.0,2024-02-23 02:00:00,London,Islington,2606,75.29432337934675,5,Low,Dry,8852
10276.0,2024-02-23 03:00:00,London,,174,95.89826767104053,8,High,Snowy,8432
10277.0,2024-02-23 04:00:00,London,Camden,4147,57.05500669814827,8,Low,Damaged,6992
10278.0,2024-02-23 05:00:00,London,Islington,1238,46.54258926214624,9,Medium,Dry,9298
10279.0,2024-02-23 06:00:00,London,Southwark,1353,46.56841673268847,0,High,Snowy,8088
10280.0,2024-02-23 07:00:00,London,Chelsea,4667,25.524564764519532,2,Low,Wet,7076
10281.0,2024-02-23 08:00:00,London,Islington,2049,106.15265400246022,1,High,Damaged,1023
10282.0,2024-02-23 09:00:00,London,Camden,4552,54.48396443139877,0,Medium,Wet,6096
10283.0,2024-02-23 10:00:00,London,Southwark,4890,106.23639679935872,6,Low,Damaged,6265
10284.0,2024-02-23 11:00:00,London,Kensington,4566,112.85591793911624,3,Low,Dry,1951
10285.0,2024-02-23 12:00:00,London,Kensington,2878,35.08163294306491,6,High,Dry,678
10286.0,2024-02-23 13:00:00,London,Kensington,4214,50.10920952787385,7,Low,Dry,9134
10287.0,2024-02-23 14:00:00,London,Kensington,1046,26.186429139396534,2,Medium,Dry,2624
10288.0,2024-02-23 15:00:00,London,Islington,76,76.63624695927008,6,Low,Snowy,8433
10289.0,2024-02-23 16:00:00,London,Chelsea,4100,52.26259694000705,7,Medium,Wet,2733
10290.0,2024-02-23 17:00:00,London,Kensington,3683,47.32468135316068,0,Medium,Dry,7031
10291.0,2024-02-23 18:00:00,London,,3629,30.54285151205609,2,Low,Wet,2194
10292.0,2024-02-23 19:00:00,London,Chelsea,114,102.45219694671623,4,High,Wet,5904
10293.0,2024-02-23 20:00:00,London,Islington,2580,7.818602016405226,8,Low,Wet,9181
10294.0,2024-02-23 21:00:00,London,Camden,4116,86.0516162107394,2,High,Dry,7606
10295.0,2024-02-23 22:00:00,London,Chelsea,2835,19.113066646992547,6,High,Dry,1724
10296.0,2024-02-23 23:00:00,London,Islington,873,4.10927093192978,4,High,Dry,5444
10297.0,2024-02-24 00:00:00,London,Chelsea,1688,21.89387639855864,5,Medium,Dry,600
10298.0,2024-02-24 01:00:00,London,Chelsea,4430,99.49921047259265,2,Medium,Damaged,4093
10299.0,2024-02-24 02:00:00,London,Southwark,4987,47.11635231623292,6,High,Damaged,7445
10300.0,2024-02-24 03:00:00,London,Camden,606,35.305711191032486,4,High,Damaged,9568
10301.0,2024-02-24 04:00:00,London,Chelsea,1452,110.97182398582522,3,Low,Wet,5028
10302.0,2024-02-24 05:00:00,London,Chelsea,4546,14.469240091461497,4,Low,Wet,8033
10303.0,2024-02-24 06:00:00,London,Chelsea,4778,102.42445885230875,3,High,Snowy,988
10304.0,2024-02-24 07:00:00,London,Southwark,1556,45.662076563114745,3,Low,Snowy,239
10305.0,2024-02-24 08:00:00,London,Chelsea,638,11.085334573496112,7,Medium,Damaged,7679
10306.0,2024-02-24 09:00:00,London,Southwark,2665,17.657116992624708,5,High,Damaged,7942
10307.0,2024-02-24 10:00:00,London,Islington,191,69.97670024828787,0,Medium,Wet,4504
10308.0,2024-02-24 11:00:00,London,Kensington,1661,72.15875463241163,5,Low,Snowy,9691
10309.0,2024-02-24 12:00:00,London,Chelsea,1014,74.68610316533409,8,High,Snowy,4073
10310.0,2024-02-24 13:00:00,London,Chelsea,2805,100.73353219748061,4,Low,Damaged,8126
10311.0,2024-02-24 14:00:00,London,Islington,2770,53.297904730141575,7,Medium,Wet,3262
